"","ms_sub_class","ms_zoning","lot_frontage","lot_area","street","alley","lot_shape","land_contour","utilities","lot_config","land_slope","neighborhood","condition1","condition2","bldg_type","house_style","overall_qual","overall_cond","year_built","year_remod_add","roof_style","roof_matl","exterior1st","exterior2nd","mas_vnr_type","mas_vnr_area","exter_qual","exter_cond","foundation","bsmt_qual","bsmt_cond","bsmt_exposure","bsmt_fin_type1","bsmt_fin_sf1","bsmt_fin_type2","bsmt_fin_sf2","bsmt_unf_sf","total_bsmt_sf","heating","heating_qc","central_air","electrical","x1st_flr_sf","x2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abv_gr","kitchen_abv_gr","kitchen_qual","tot_rms_abv_grd","functional","fireplaces","fireplace_qu","garage_type","garage_yr_blt","garage_finish","garage_cars","garage_area","garage_qual","garage_cond","paved_drive","wood_deck_sf","open_porch_sf","enclosed_porch","x3ssn_porch","screen_porch","pool_area","pool_qc","fence","misc_feature","misc_val","mo_sold","yr_sold","sale_type","sale_condition","sale_price"
"351",120,4,68,7820,2,"0",1,4,1,5,1,16,3,3,5,3,9,5,2007,2007,4,2,9,9,3,362,1,5,3,2,5,5,7,0,7,0,1869,1869,2,1,2,6,1869,0,0,1869,0,0,2,0,2,1,1,6,7,1,4,3,2007,3,2,617,6,6,3,210,54,0,0,0,0,1,1,1,0,12,2007,7,6,318061
"352",120,4,0,5271,2,"0",1,3,1,5,2,5,3,3,1,3,7,5,1986,1986,2,2,14,15,4,0,4,5,3,4,5,3,4,1082,7,0,371,1453,2,3,2,6,1453,0,0,1453,1,0,1,1,2,1,3,6,7,1,6,3,1986,3,2,445,6,6,3,0,80,0,0,184,0,1,1,1,0,12,2006,9,1,190000
"353",50,4,60,9084,2,"0",4,4,1,5,1,8,1,3,1,1,5,6,1941,1950,2,2,13,14,4,0,4,5,2,5,2,4,5,236,6,380,0,616,2,5,1,6,616,495,0,1111,0,1,1,0,3,1,4,5,7,0,1,7,1941,4,1,200,6,3,3,48,0,0,0,0,0,1,1,1,0,3,2008,5,5,95000
"354",30,5,60,8520,2,"0",4,4,1,5,1,18,3,3,1,3,6,8,1928,2003,2,2,13,14,4,0,4,3,1,5,5,5,7,0,7,0,624,624,2,3,2,6,720,0,0,720,0,0,1,0,2,1,4,5,7,0,1,7,2005,4,2,484,6,6,3,106,0,0,0,0,0,1,1,1,0,5,2010,9,5,105900
"355",50,4,60,8400,2,"0",4,1,1,5,1,23,3,3,1,1,6,5,1940,2000,2,2,14,9,4,0,4,5,2,5,5,5,5,388,7,0,552,940,2,1,2,6,1192,403,0,1595,0,0,1,0,2,1,4,6,7,2,4,3,1940,4,1,240,6,6,3,0,0,108,0,0,0,1,1,1,0,6,2006,9,5,140000
"356",20,4,105,11249,2,"0",2,4,1,5,1,6,3,3,1,3,6,5,1995,1995,2,2,13,14,4,0,3,3,3,4,3,5,2,334,3,544,322,1200,2,1,2,6,1200,0,0,1200,1,0,2,0,3,1,3,6,7,0,1,3,1995,3,2,521,6,6,3,0,26,0,0,0,0,1,1,1,0,8,2007,9,5,177500
"357",20,4,0,9248,2,"0",1,4,1,5,1,9,3,3,1,3,6,6,1992,1992,2,2,7,7,3,106,4,5,3,4,5,5,4,560,7,0,598,1158,2,3,2,6,1167,0,0,1167,1,0,2,0,3,1,3,6,7,0,1,3,1992,3,2,400,6,6,3,120,26,0,0,0,0,1,1,1,0,7,2009,9,5,173000
"358",120,5,44,4224,2,"0",4,4,1,5,1,11,3,3,5,3,5,5,1976,1976,2,2,6,6,4,0,4,5,3,4,5,5,2,874,7,0,268,1142,2,5,2,6,1142,0,0,1142,1,0,1,1,3,1,4,6,7,1,5,3,1976,2,2,528,6,6,3,536,90,0,0,0,0,1,4,1,0,8,2007,9,5,134000
"359",80,4,92,6930,2,"0",1,4,1,5,1,5,3,3,1,8,5,4,1958,1958,4,2,14,8,3,120,4,5,2,5,5,2,3,300,6,294,468,1062,2,1,2,3,1352,0,0,1352,0,1,1,0,3,1,3,6,4,0,1,5,1958,4,1,288,6,6,3,168,0,294,0,0,0,1,1,1,0,7,2006,9,1,130000
"360",60,4,78,12011,2,"0",1,4,1,2,1,14,3,3,1,6,8,5,1998,1998,2,2,13,14,3,530,3,5,3,4,5,2,4,956,7,0,130,1086,2,1,2,6,1086,838,0,1924,1,0,2,1,3,1,3,7,7,1,6,3,1998,3,2,592,6,6,3,208,75,0,0,374,0,1,1,1,0,6,2006,9,5,280000
"361",85,4,0,7540,2,"0",1,4,1,2,1,12,3,3,1,7,6,6,1978,1978,2,2,13,14,4,0,4,5,2,4,5,2,4,773,7,0,115,888,2,1,2,6,912,0,0,912,1,0,1,0,2,1,4,5,7,1,6,3,1978,3,2,470,6,6,3,0,0,0,0,192,0,1,4,1,0,6,2007,9,5,156000
"362",50,4,0,9144,2,"Pave",4,4,1,5,1,4,3,3,1,1,5,5,1940,1982,2,2,9,9,4,0,4,5,2,5,5,5,6,399,7,0,484,883,2,3,2,6,988,517,0,1505,1,0,1,0,3,1,4,8,7,0,1,7,1940,4,1,240,6,6,1,0,0,0,0,0,0,1,1,1,0,7,2008,9,5,145000
"363",85,4,64,7301,2,"0",4,4,1,1,1,8,3,3,1,7,7,5,2003,2003,2,2,7,7,3,500,3,5,4,1,1,1,1,0,1,0,0,0,2,1,2,6,495,1427,0,1922,0,0,3,0,4,1,3,7,7,1,2,5,2003,3,2,672,6,6,3,0,0,177,0,0,0,1,1,1,0,7,2009,3,5,198500
"364",160,5,21,1680,2,"0",4,4,1,5,1,3,3,3,4,6,6,8,1972,2007,2,2,7,7,3,510,4,5,2,5,5,5,2,162,7,0,321,483,2,3,2,6,483,504,0,987,0,0,1,1,2,1,3,5,7,0,1,7,1972,4,1,264,6,6,3,250,0,0,0,0,0,1,1,1,0,5,2009,9,5,118000
"365",60,4,0,18800,2,"0",1,4,1,3,1,17,3,3,1,6,6,5,1976,1976,2,2,7,7,3,120,4,5,3,4,5,4,4,712,7,0,84,796,2,5,2,6,790,784,0,1574,1,0,2,1,3,1,4,6,7,1,6,3,1976,2,2,566,6,6,3,306,111,0,0,0,0,1,1,1,0,7,2006,9,5,190000
"366",70,5,59,10690,2,"0",4,4,1,5,1,10,3,3,1,6,5,7,1920,1997,4,2,13,14,4,0,4,3,2,5,2,5,6,456,7,0,216,672,2,3,2,2,672,672,0,1344,0,0,1,0,3,1,4,6,7,0,1,7,1964,4,1,468,6,3,3,0,128,218,0,0,0,1,1,1,0,7,2009,9,5,147000
"367",20,4,0,9500,2,"0",1,4,1,5,1,13,3,3,1,3,6,5,1963,1963,2,2,10,11,3,247,4,5,2,4,5,5,3,609,7,0,785,1394,2,3,2,6,1394,0,0,1394,1,0,1,1,3,1,4,6,7,2,4,3,1963,3,2,514,6,6,3,0,76,0,0,185,0,1,1,1,0,7,2009,9,5,159000
"368",80,4,101,9150,2,"0",1,4,1,1,1,13,3,3,1,8,6,5,1962,1962,2,6,10,11,3,305,4,5,2,4,5,3,4,371,7,0,728,1099,2,3,2,6,1431,0,0,1431,0,1,1,0,3,1,4,6,7,1,4,4,1962,3,1,296,6,6,3,64,110,0,0,0,0,1,1,1,0,12,2008,9,5,165000
"369",20,4,78,7800,2,"0",4,4,1,5,1,13,3,3,1,3,5,6,1954,1954,2,2,7,7,3,200,4,5,3,5,5,5,5,540,7,0,728,1268,2,3,2,6,1268,0,0,1268,0,0,1,0,2,1,4,7,7,1,4,3,1954,2,1,244,6,6,3,0,98,0,0,0,0,1,1,1,0,3,2010,9,5,132000
"370",20,4,0,9830,2,"0",1,4,1,1,1,13,3,3,1,3,5,7,1959,2006,2,2,14,15,4,0,4,3,2,5,5,5,2,72,6,258,733,1063,2,1,2,6,1287,0,0,1287,1,0,1,0,3,1,3,7,7,1,4,7,1997,2,2,576,6,6,3,364,17,0,0,182,0,1,1,1,0,3,2010,9,5,162000
"371",60,4,0,8121,2,"0",1,4,1,5,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,4,0,4,5,3,4,5,5,7,0,7,0,953,953,2,1,2,6,953,711,0,1664,0,0,2,1,3,1,4,7,7,1,6,3,2000,3,2,460,6,6,3,100,40,0,0,0,0,1,1,1,0,1,2006,9,5,172400
"372",50,4,80,17120,2,"0",4,4,1,5,1,5,2,3,1,1,4,4,1959,1959,2,2,15,11,4,0,4,5,2,1,1,1,1,0,1,0,0,0,2,5,2,6,1120,468,0,1588,0,0,2,0,4,1,4,7,4,1,4,7,1991,2,2,680,6,6,1,0,59,0,0,0,0,1,1,1,0,7,2008,9,5,134432
"373",120,4,50,7175,2,"0",4,4,1,5,1,20,3,3,5,3,6,5,1984,1984,2,2,10,11,4,0,4,5,2,4,5,5,2,623,5,121,0,744,2,5,2,6,752,0,0,752,1,0,1,0,2,1,4,4,7,0,1,3,1984,4,1,264,6,6,3,353,0,0,0,90,0,1,4,1,0,2,2010,9,5,125000
"374",20,4,79,10634,2,"0",4,4,1,5,1,13,3,3,1,3,5,6,1953,1953,2,2,9,9,4,0,4,5,3,5,5,5,3,428,5,180,0,608,2,5,2,6,1319,0,0,1319,1,0,1,0,3,1,4,5,4,0,1,3,1953,4,1,270,6,6,3,66,0,0,0,0,0,1,3,1,0,11,2009,9,5,123000
"375",60,4,65,8200,2,"0",4,4,1,5,1,6,3,3,1,6,7,5,2003,2004,2,2,13,14,4,0,3,5,3,4,5,5,7,0,7,0,847,847,2,1,2,6,847,1081,0,1928,0,0,2,1,4,1,3,8,7,1,4,5,2003,2,2,434,6,6,3,100,48,0,0,0,0,1,1,1,0,7,2007,9,5,219500
"376",30,4,0,10020,2,"0",1,3,1,5,3,8,3,3,1,3,1,1,1922,1950,2,2,14,15,4,0,2,2,1,3,4,3,3,350,7,0,333,683,2,3,1,2,904,0,0,904,1,0,0,1,1,1,2,4,1,0,1,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,1,1,0,3,2009,9,5,61000
"377",85,4,57,8846,2,"0",1,4,1,2,1,6,3,3,1,7,5,5,1996,1996,2,2,13,14,4,0,3,5,3,4,5,2,4,298,7,0,572,870,2,1,2,6,914,0,0,914,0,0,1,0,2,1,4,5,7,0,1,7,1998,4,2,576,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2006,9,5,148000
"378",60,2,102,11143,2,"0",1,4,1,1,1,21,3,3,1,6,8,5,2004,2005,2,2,6,6,4,0,3,5,3,4,5,5,7,0,7,0,1580,1580,2,1,2,6,1580,886,0,2466,0,0,3,0,4,1,3,8,7,1,4,3,2004,3,2,610,6,6,3,159,214,0,0,0,0,1,1,1,0,12,2007,9,5,340000
"379",20,4,88,11394,2,"0",4,4,1,1,1,22,3,3,1,3,9,2,2010,2010,4,2,13,14,5,350,3,5,3,2,5,2,4,1445,7,0,411,1856,2,1,2,6,1856,0,0,1856,1,0,1,1,1,1,1,8,7,1,2,3,2010,2,3,834,6,6,3,113,0,0,0,0,0,1,1,1,0,6,2010,7,6,394432
"380",60,4,60,8123,2,"0",1,4,1,5,1,9,7,3,1,6,6,5,2000,2000,2,2,13,14,3,16,4,5,3,4,5,5,7,0,7,0,982,982,2,1,2,6,1007,793,0,1800,0,0,2,1,3,1,4,7,7,1,6,3,2000,2,2,463,6,6,3,100,63,0,0,0,0,1,1,1,0,6,2009,9,5,179000
"381",50,4,50,5000,2,"Pave",4,4,1,5,1,23,3,3,1,1,5,6,1924,1950,2,2,4,15,4,0,4,5,1,5,5,5,5,218,7,0,808,1026,2,5,2,6,1026,665,0,1691,0,0,2,0,3,1,3,6,7,1,4,7,1924,4,1,308,6,6,3,0,0,242,0,0,0,1,1,1,0,5,2010,9,5,127000
"382",20,2,60,7200,2,"Pave",4,4,1,5,1,21,3,3,1,3,7,5,2006,2006,2,2,13,14,4,0,3,5,3,4,3,5,7,0,7,0,1293,1293,2,1,2,6,1301,0,0,1301,1,0,2,0,2,1,3,5,7,1,4,3,2006,3,2,572,6,6,3,216,121,0,0,0,0,1,1,1,0,8,2006,7,6,187750
"383",60,4,79,9245,2,"0",1,4,1,5,1,6,3,3,1,6,7,5,2006,2006,2,2,13,14,4,0,3,5,3,4,5,2,7,0,7,0,939,939,2,1,2,6,939,858,0,1797,0,0,2,1,3,1,3,8,7,0,1,3,2006,3,2,639,6,6,3,144,53,0,0,0,0,1,1,1,0,4,2007,9,5,213500
"384",45,3,60,9000,2,"0",4,4,1,1,1,20,3,3,1,2,6,3,1928,1950,2,2,14,15,4,0,4,5,1,3,2,5,7,0,7,0,784,784,2,5,1,2,784,0,0,784,0,0,1,0,2,1,4,5,7,0,1,7,1950,4,2,360,3,3,1,0,0,91,0,0,0,1,1,1,0,10,2009,9,5,76000
"385",60,4,0,53107,2,"0",2,3,1,1,2,5,2,3,1,6,6,5,1992,1992,2,2,7,7,4,0,3,5,3,4,5,2,4,985,7,0,595,1580,2,1,2,6,1079,874,0,1953,1,0,2,1,3,1,3,9,7,2,3,3,1992,2,2,501,6,6,3,216,231,0,0,0,0,1,1,1,0,6,2007,9,5,240000
"386",120,4,43,3182,2,"0",4,4,1,5,1,1,3,3,5,3,8,5,2004,2005,2,2,13,14,3,16,3,5,3,4,5,5,4,24,7,0,1232,1256,2,1,2,6,1269,0,0,1269,0,0,2,0,2,1,3,6,7,1,6,3,2004,2,2,430,6,6,3,146,20,0,0,144,0,1,1,1,0,4,2010,9,5,192000
"387",50,4,58,8410,2,"0",4,4,1,3,1,8,2,3,1,1,5,3,1910,1996,3,2,14,14,4,0,4,2,3,5,5,5,7,0,7,0,658,658,2,5,2,6,658,526,0,1184,0,0,1,0,5,1,4,8,7,0,1,1,0,1,0,0,1,1,1,0,151,0,0,0,0,1,1,1,0,5,2006,9,2,81000
"388",80,4,72,7200,2,"0",4,4,1,5,1,8,3,3,1,8,6,6,1976,1976,4,2,9,9,3,255,4,5,2,5,5,2,2,631,7,0,410,1041,2,1,2,6,1125,0,0,1125,1,0,1,0,3,1,4,6,7,1,3,7,1977,4,1,352,6,6,3,296,0,0,0,0,0,1,3,1,0,10,2009,9,1,125000
"389",20,4,93,9382,2,"0",1,4,1,2,1,6,3,3,1,3,7,5,1999,2000,2,2,13,14,3,125,3,5,3,4,5,5,7,0,7,0,1468,1468,2,1,2,6,1479,0,0,1479,0,0,2,0,3,1,3,6,7,0,1,3,1999,3,2,577,6,6,3,120,25,0,0,0,0,1,1,1,0,7,2008,9,5,191000
"390",60,4,96,12474,2,"0",4,4,1,5,1,16,3,3,1,6,10,5,2007,2008,2,2,13,14,5,272,1,5,3,2,5,2,4,1280,7,0,402,1682,2,1,2,6,1742,590,0,2332,1,0,2,1,3,1,1,9,7,1,2,5,2008,2,3,846,6,6,3,196,134,0,0,0,0,1,1,1,0,8,2008,7,6,426000
"391",50,4,50,8405,2,"Grvl",4,4,1,5,1,8,3,3,1,1,5,8,1900,1950,2,2,9,9,4,0,4,5,1,5,3,5,6,241,3,391,229,861,2,1,2,6,961,406,0,1367,1,0,1,0,4,1,4,7,7,0,1,7,1978,4,1,384,6,6,3,0,130,112,0,0,0,1,4,1,0,4,2008,9,5,119000
"392",60,4,71,12209,2,"0",1,4,1,2,1,12,3,3,1,6,6,5,2001,2002,2,2,13,14,4,0,4,5,3,2,5,5,2,690,7,0,114,804,2,1,2,6,804,1157,0,1961,1,0,2,1,3,1,3,7,7,1,6,5,2001,2,2,560,6,6,3,125,192,0,0,0,0,1,1,1,0,6,2009,9,5,215000
"393",20,4,0,8339,2,"0",1,4,1,5,1,13,3,3,1,3,5,7,1959,1959,2,2,9,9,4,0,4,5,4,1,1,1,1,0,1,0,0,0,2,5,2,6,882,0,0,882,0,0,1,0,3,1,4,5,7,0,1,3,1959,3,1,294,6,6,3,0,0,0,0,0,0,1,4,4,1200,7,2007,9,5,106500
"394",30,4,0,7446,2,"0",4,4,1,1,1,4,2,3,1,3,4,5,1941,1950,2,2,15,16,4,0,4,5,2,5,5,5,6,266,7,0,522,788,2,5,2,2,788,0,0,788,0,0,1,0,2,1,4,4,7,2,6,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,3,1,0,4,2006,9,1,100000
"395",50,4,60,10134,2,"0",4,4,1,5,1,18,3,3,1,1,5,6,1940,1950,2,2,9,9,4,0,4,5,2,5,5,5,7,0,7,0,735,735,2,3,2,2,735,299,0,1034,0,0,1,0,2,1,4,5,7,0,1,7,1940,4,1,240,6,6,3,0,39,0,0,0,0,1,1,1,0,7,2007,9,5,109000
"396",20,4,68,9571,2,"0",4,4,1,5,1,8,3,3,1,3,5,6,1956,1956,2,2,14,15,4,0,4,5,2,5,5,2,3,739,7,0,405,1144,2,5,2,6,1144,0,0,1144,1,0,1,0,3,1,4,6,7,0,1,3,1956,4,1,596,6,6,3,44,0,0,0,0,0,1,1,1,0,6,2010,9,5,129000
"397",20,4,60,7200,2,"0",4,3,1,5,1,6,3,3,1,3,5,5,1972,1972,4,2,9,9,4,0,4,5,2,5,5,2,6,777,7,0,117,894,2,5,2,6,894,0,0,894,0,0,1,0,2,1,4,6,7,0,1,7,1985,3,2,600,6,6,3,215,0,0,0,0,0,1,1,1,0,9,2009,9,5,123000
"398",60,4,69,7590,2,"0",4,4,1,5,1,13,5,3,1,6,5,5,1962,1962,2,2,13,14,3,288,4,5,2,5,5,5,2,540,7,0,324,864,2,5,2,6,876,936,0,1812,0,0,2,0,4,1,4,8,7,1,6,3,1962,3,1,264,6,6,3,0,168,0,0,0,0,1,1,1,0,7,2007,9,5,169500
"399",30,5,60,8967,2,"0",4,4,1,1,1,10,3,3,1,3,5,2,1920,1950,2,2,9,9,4,0,4,2,1,3,4,5,7,0,7,0,961,961,2,3,2,5,1077,0,0,1077,0,0,1,0,2,1,4,6,2,0,1,7,1920,4,1,338,5,5,1,0,0,0,0,0,0,1,1,1,0,11,2007,9,1,67000
"400",60,2,65,8125,2,"0",4,4,1,5,1,21,3,3,1,6,7,5,2006,2007,2,2,6,6,5,100,3,5,3,4,5,5,4,812,7,0,280,1092,2,1,2,6,1112,438,0,1550,1,0,2,0,2,1,3,7,7,0,1,3,2007,2,2,438,6,6,3,0,168,0,0,0,0,1,1,1,0,10,2009,9,5,241000
"401",120,4,38,14963,2,"0",2,4,1,5,1,25,3,3,5,3,8,5,1996,1996,2,2,4,4,4,0,3,5,3,4,5,5,4,786,7,0,474,1260,2,1,2,6,1288,0,0,1288,1,0,1,1,1,1,1,4,7,2,4,3,1996,2,2,500,6,6,3,120,30,0,0,224,0,1,1,1,0,12,2008,9,5,245500
"402",20,4,65,8767,2,"0",1,4,1,5,1,6,3,3,1,3,7,5,2005,2005,2,2,13,14,4,0,3,5,3,4,5,2,4,24,7,0,1286,1310,2,1,2,6,1310,0,0,1310,0,0,2,0,3,1,3,6,7,1,4,3,2005,2,2,400,6,6,3,0,0,0,0,0,0,1,1,1,0,7,2006,7,6,164990
"403",30,4,60,10200,2,"0",4,4,1,5,1,19,3,3,1,3,5,8,1940,1997,2,2,14,15,4,0,4,5,3,5,5,5,7,0,7,0,672,672,2,1,2,6,672,0,0,672,0,0,1,0,2,1,4,4,7,0,1,7,1940,4,1,240,6,6,1,168,0,0,0,0,0,1,2,1,0,8,2008,9,5,108000
"404",60,4,93,12090,2,"0",4,4,1,1,1,14,3,3,1,6,8,5,1998,1998,4,2,13,14,3,650,3,5,3,4,5,5,7,0,7,0,1141,1141,2,3,2,6,1165,1098,0,2263,0,0,2,1,4,1,3,10,7,1,6,5,1998,2,2,420,6,6,3,144,123,0,0,0,0,1,1,1,0,7,2006,9,1,258000
"405",60,4,0,10364,2,"0",1,4,1,5,1,9,3,3,1,6,6,5,1995,1996,2,2,9,9,4,0,4,5,3,4,5,5,7,0,7,0,806,806,2,3,2,6,806,766,0,1572,0,0,2,1,3,1,4,7,7,1,6,5,1995,2,2,373,6,6,3,0,40,0,0,0,0,1,1,1,0,5,2007,9,5,168000
"406",20,4,0,9991,2,"0",1,4,1,1,1,19,2,3,1,3,4,4,1976,1993,2,2,10,11,4,0,4,5,2,5,5,5,3,1116,7,0,165,1281,2,1,2,6,1620,0,0,1620,1,0,2,0,3,1,4,8,3,1,6,3,1993,4,2,490,6,6,3,120,78,0,0,0,0,1,3,1,0,6,2009,9,5,150000
"407",50,4,51,10480,2,"0",4,4,1,5,1,23,3,3,1,1,6,5,1936,1950,2,2,9,9,4,0,4,5,1,5,5,5,7,0,7,0,1064,1064,2,1,2,2,1166,0,473,1639,0,0,1,0,3,1,4,6,2,0,1,7,1936,4,1,240,6,6,3,0,0,0,0,0,0,1,1,1,0,3,2008,9,5,115000
"408",70,4,63,15576,2,"0",4,4,1,5,1,7,3,3,1,6,6,7,1915,1976,2,2,14,11,4,0,4,5,1,4,5,5,7,0,7,0,840,840,2,1,2,6,840,840,0,1680,0,0,2,0,4,1,4,8,7,0,1,3,1960,4,1,308,6,6,3,0,0,160,0,0,0,1,1,1,0,3,2008,9,5,177000
"409",60,4,109,14154,2,"0",4,4,1,1,1,16,3,3,1,6,7,5,2006,2006,2,2,13,14,3,350,3,5,3,2,3,5,7,0,7,0,1063,1063,2,1,2,6,1071,1101,0,2172,0,0,2,1,3,1,3,9,7,1,4,3,2006,3,3,947,6,6,3,192,62,0,0,0,0,1,1,1,0,8,2007,7,6,280000
"410",60,2,85,10800,2,"0",4,4,1,5,1,21,3,3,1,6,8,5,2007,2008,2,2,13,14,5,100,3,5,3,2,5,5,4,789,7,0,245,1034,2,1,2,6,1050,1028,0,2078,1,0,2,1,3,1,1,8,7,1,4,3,2008,2,3,836,6,6,3,0,102,0,0,0,0,1,1,1,0,4,2008,7,6,339750
"411",20,4,68,9571,2,"0",4,4,1,5,1,8,3,3,1,3,5,3,1958,1958,2,2,3,3,4,0,4,2,2,5,2,5,7,0,7,0,1276,1276,2,5,2,2,1276,0,0,1276,0,0,1,0,3,1,4,5,5,0,1,3,1958,4,1,350,6,6,3,0,0,0,0,0,0,1,1,1,0,6,2009,1,1,60000
"412",190,4,100,34650,2,"0",4,1,1,5,1,9,3,3,2,3,5,5,1955,1955,4,2,14,15,4,0,4,5,2,5,5,4,6,1056,7,0,0,1056,2,5,1,6,1056,0,0,1056,1,0,1,0,3,1,4,5,7,0,1,3,1955,2,2,572,6,6,3,264,0,0,0,0,0,1,1,1,0,1,2006,9,5,145000
"413",20,2,0,4403,2,"0",2,4,1,5,1,21,3,3,1,3,7,5,2009,2009,2,2,9,9,5,432,1,5,3,2,5,2,4,578,7,0,892,1470,2,1,2,6,1478,0,0,1478,1,0,2,1,2,1,3,7,7,1,4,3,2009,2,2,484,6,6,3,0,144,0,0,0,0,1,1,1,0,6,2010,7,6,222000
"414",30,5,56,8960,2,"Grvl",4,4,1,5,1,18,1,3,1,3,5,6,1927,1950,2,2,15,16,4,0,4,5,2,5,5,5,7,0,7,0,1008,1008,2,3,2,2,1028,0,0,1028,0,0,1,0,2,1,4,5,7,1,4,7,1927,4,2,360,6,6,3,0,0,130,0,0,0,1,1,1,0,3,2010,9,5,115000
"415",60,4,59,11228,2,"0",2,4,1,2,1,20,3,3,1,6,7,5,1993,1993,2,2,13,14,4,0,3,5,3,4,5,5,3,50,4,531,499,1080,2,1,2,6,1080,1017,0,2097,0,1,2,1,3,1,3,9,7,1,6,3,1993,4,3,678,6,6,3,196,187,0,0,0,0,1,1,1,0,12,2008,9,5,228000
"416",20,4,73,8899,2,"0",1,4,1,5,1,9,3,3,1,3,7,5,2007,2007,2,2,13,14,4,0,3,5,3,4,5,2,4,24,7,0,1316,1340,2,1,2,6,1340,0,0,1340,0,0,2,0,3,1,3,6,7,0,1,3,2007,2,2,396,6,6,3,100,30,0,0,0,0,1,1,1,0,8,2007,7,6,181134
"417",60,4,74,7844,2,"0",4,4,1,5,1,19,3,3,1,6,6,7,1978,1978,4,2,7,7,3,203,4,5,2,5,5,5,2,209,7,0,463,672,2,5,2,6,672,728,0,1400,0,0,1,1,3,1,4,6,7,1,6,3,1978,2,2,440,6,6,3,0,0,0,0,0,0,1,1,1,0,3,2006,9,5,149500
"418",70,4,86,22420,2,"0",1,4,1,5,1,7,2,3,1,6,6,6,1918,1950,4,2,14,13,4,0,4,5,1,4,5,5,3,1128,7,0,242,1370,3,5,1,2,1370,1254,0,2624,1,0,2,1,4,1,4,10,7,1,4,7,1918,4,3,864,6,6,1,0,0,0,0,0,0,1,1,1,0,11,2007,9,5,239000
"419",50,4,60,8160,2,"0",4,4,1,5,1,8,3,3,1,1,5,6,1940,1950,2,2,9,9,4,0,4,5,1,5,5,5,2,312,7,0,444,756,2,2,1,3,756,378,0,1134,1,0,1,1,3,1,4,7,7,0,1,7,1940,4,1,240,6,6,2,0,0,0,0,0,0,1,1,1,0,4,2007,9,2,126000
"420",20,4,65,8450,2,"0",4,4,1,5,1,13,3,3,1,3,5,6,1968,1968,2,2,13,14,4,0,4,5,2,5,5,5,3,775,7,0,281,1056,2,1,2,6,1056,0,0,1056,1,0,1,0,3,1,4,6,7,1,3,3,1968,4,1,304,6,6,3,0,85,184,0,0,0,1,1,1,0,7,2010,9,5,142000
"421",90,5,78,7060,2,"0",4,4,1,5,1,12,3,3,3,7,7,5,1997,1998,2,2,13,14,3,200,4,3,3,4,3,3,4,1309,7,0,35,1344,2,1,2,6,1344,0,0,1344,2,0,2,0,2,2,4,8,7,0,1,3,1997,2,4,784,6,6,3,0,0,0,0,0,0,1,1,1,0,11,2008,9,3,206300
"422",20,4,0,16635,2,"0",1,4,1,3,1,17,3,3,1,3,6,7,1977,2000,2,2,6,6,5,126,3,5,2,4,5,5,2,1246,7,0,356,1602,2,3,2,6,1602,0,0,1602,0,1,2,0,3,1,3,8,7,1,6,3,1977,2,2,529,6,6,3,240,0,0,0,0,0,1,1,1,0,6,2009,9,5,215000
"423",20,4,100,21750,2,"0",4,2,1,5,2,12,1,3,1,3,5,5,1954,1954,4,2,7,7,4,0,4,5,2,5,5,5,7,0,7,0,988,988,2,1,2,2,988,0,0,988,0,0,1,0,2,1,4,4,7,0,1,3,1954,3,2,520,6,6,1,0,0,0,0,0,0,1,1,1,0,2,2008,9,5,113000
"424",60,4,80,9200,2,"0",4,4,1,5,1,14,3,3,1,6,8,5,1998,1998,2,2,13,14,3,473,3,5,3,4,5,5,4,986,7,0,484,1470,2,3,2,6,1470,1160,0,2630,1,0,2,1,4,1,3,8,7,1,6,3,1998,2,3,696,6,6,3,0,66,0,0,0,0,1,1,1,0,6,2008,9,5,315000
"425",20,4,72,9000,2,"0",4,4,1,5,1,13,3,3,1,3,6,5,1956,1956,2,2,14,15,3,74,4,5,2,4,5,5,5,616,7,0,580,1196,2,3,2,2,1196,0,0,1196,1,0,1,0,2,1,4,6,7,1,4,3,1956,3,1,297,6,6,3,0,44,0,0,0,0,1,1,1,0,5,2008,9,5,139000
"426",60,5,60,3378,2,"Grvl",4,2,1,5,1,18,3,3,1,6,7,8,1946,1992,2,2,7,7,4,0,4,3,2,5,5,5,7,0,7,0,651,651,2,3,2,6,707,682,0,1389,0,0,1,1,3,1,4,6,7,2,4,7,1947,4,1,240,6,6,2,0,0,126,0,0,0,1,1,1,0,9,2009,9,5,135000
"427",80,4,0,12800,2,"0",4,3,1,5,2,20,3,3,1,8,7,5,1989,1989,2,2,14,15,3,145,3,5,3,4,5,3,4,1518,7,0,0,1518,2,3,2,6,1644,0,0,1644,1,1,2,0,2,1,3,5,7,1,6,3,1989,2,2,569,6,6,3,80,0,0,0,396,0,1,1,1,0,8,2009,9,5,275000
